,id,host_age
3191,SRR5078694,0.019178099999999997
10676,SRR6265414,0.019
3591,SRR5079104,0.145205
9955,SRR6264011,0.019
10404,SRR6264895,0.019
10615,SRR6265299,0.083
10643,SRR6265351,0.019
10018,SRR6264114,0.019
10720,SRR6265528,0.019
10312,SRR6264740,0.083
3134,SRR5078636,0.019178099999999997
3132,SRR5078634,0.019178099999999997
10151,SRR6264367,0.083
3477,SRR5078985,0.019178099999999997
8155,ERR1091678,0.0
10793,SRR6265677,0.019
8407,ERR1090517,0.0
3198,SRR5078702,0.07671230000000001
10352,SRR6264808,0.019
10195,SRR6264473,0.083
10460,SRR6265019,0.019
10549,SRR6265168,0.083
10603,SRR6265272,0.083
3718,SRR5079232,0.07671230000000001
3689,SRR5079203,0.019178099999999997
10760,SRR6265619,0.083
8998,ERR1843785,0.0
10527,SRR6265133,0.083
10290,SRR6264687,0.019
3518,SRR5079027,0.07671230000000001
10743,SRR6265584,0.083
9401,ERR2092379,0.0
3365,SRR5078872,0.019178099999999997
3561,SRR5079073,0.019178099999999997
3497,SRR5079005,0.07671230000000001
3396,SRR5078903,0.019178099999999997
10494,SRR6265080,0.083
3067,SRR5078568,0.019178099999999997
3565,SRR5079077,0.019178099999999997
10621,SRR6265314,0.083
10168,SRR6264413,0.019
10211,SRR6264508,0.019
3478,SRR5078986,0.07671230000000001
10659,SRR6265376,0.019
3183,SRR5078686,0.019178099999999997
10461,SRR6265022,0.019
10655,SRR6265372,0.083
10121,SRR6264309,0.019
10788,SRR6265665,0.083
10108,SRR6264289,0.019
3355,SRR5078862,0.019178099999999997
10709,SRR6265511,0.019
3104,SRR5078605,0.07671230000000001
3369,SRR5078876,0.109589
9934,SRR6263970,0.019
10637,SRR6265343,0.019
10715,SRR6265519,0.019
3686,SRR5079200,0.12876700000000002
10032,SRR6264143,0.019
10447,SRR6264992,0.019
9095,ERR2032401,0.0
3151,SRR5078653,0.07671230000000001
3441,SRR5078948,0.0986301
10072,SRR6264224,0.019
3616,SRR5079129,0.019178099999999997
3343,SRR5078850,0.07671230000000001
10515,SRR6265114,0.019
10678,SRR6265419,0.019
10269,SRR6264636,0.083
10521,SRR6265125,0.019
3186,SRR5078689,0.0246575
3087,SRR5078588,0.019178099999999997
10002,SRR6264087,0.083
9937,SRR6263975,0.083
10331,SRR6264769,0.083
9968,SRR6264036,0.083
10139,SRR6264345,0.019
10434,SRR6264944,0.083
10292,SRR6264690,0.083
3082,SRR5078583,0.0986301
10373,SRR6264839,0.019
10519,SRR6265123,0.019
10153,SRR6264374,0.019
10469,SRR6265033,0.019
10278,SRR6264664,0.083
2457,SRR961754,0.1
3427,SRR5078934,0.019178099999999997
10238,SRR6264567,0.019
10506,SRR6265098,0.019
10130,SRR6264327,0.019
10066,SRR6264215,0.019
10049,SRR6264180,0.019
10208,SRR6264504,0.083
10366,SRR6264829,0.019
10094,SRR6264268,0.019
3288,SRR5078795,0.126027
10250,SRR6264587,0.019
10590,SRR6265249,0.083
